BL,SHIP_DATE,STATUS,RECEIVED_DATE_cst,DESC1,shipvia,PRT
57166,2023-Oct-25,Your order was picked up on 2023-Nov-06. You will receive an invoice shortly.,2023-Oct-18,2023-Nov-03,OLD DOMINION,2
57167,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Pickup date is not confirmed.,2023-Oct-18,2024-May-09,FEDEX FRT PRIORITY,
57188,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Pickup date is not confirmed.,2023-Oct-18,2023-Nov-15,UPS GROUND,
57189,2023-Nov-15,Your order is in stock. Pickup date is confirmed.,2023-Oct-23,2023-Nov-22,UPS GROUND,
57190,To be confirmed,Your order has been placed with our supplier. Delivery / pickup date to be confirmed.,2023-Oct-18,2023-Nov-16,Dempsey,X
57191,To be confirmed,Your order has been placed with our supplier. Delivery / pickup date to be confirmed.,2023-Oct-18,2023-Dec-14,Dempsey,X
57200,2023-Oct-26,Your order was picked up on 2023-Nov-06. You will receive an invoice shortly.,2023-Oct-24,2023-Nov-02,UPS GROUND,1
57201,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Pickup date is not confirmed.,2023-Oct-25,2023-Oct-25,FEDEX FRT PRIORITY,
57202,2023-Oct-30,Your order was picked up on 2023-Nov-06. You will receive an invoice shortly.,2023-Oct-25,2023-Oct-27,FEDEX OVERNIGHT,2
57089,2023-Oct-27,Your order was picked up on 2023-Nov-06. You will receive an invoice shortly.,2023-Oct-12,2023-Oct-30,ESTES,2
57119,2023-Oct-19,Your order was picked up on 2023-Nov-06. You will receive an invoice shortly.,2023-Oct-12,2023-Oct-19,FEDEX GROUND,X
57120,To be confirmed,We require your approval prior to confirming the pickup date for your order. Please replyto the email Customer Service sent you or contact us at customerservice@dempseycorporation.com if you have not received an email regarding this order.,2023-Oct-12,2023-Oct-19,DEMPSEY,1
57145,2023-Oct-23,Your order was picked up on 2023-Nov-06. You will receive an invoice shortly.,2023-Oct-09,2023-Oct-23,FEDEX FRT ECONOMY,2
57146,2023-Oct-27,Your order was picked up on 2023-Nov-06. You will receive an invoice shortly.,2023-Oct-13,2023-Oct-19,FEDEX GROUND,3
57147,2023-Oct-31,Your order has been received by our distribution centre. Pickup date is confirmed.,2023-Oct-16,2023-Nov-06,Ultimate Freightway,2
57148,2023-Nov-30,Your order is in stock. Pickup date is confirmed.,2023-Oct-13,2023-Nov-30,Customer Pickup,1
57168,2023-Nov-03,Your order has been received by our distribution centre. Pickup date is confirmed.,2023-Oct-19,2023-Nov-10,CONWAY,1
57169,2023-Nov-01,Your order has been received by our distribution centre. Pickup date is confirmed.,2023-Oct-18,2023-Nov-08,FEDEX FRT PRIORITY,1
57170,2023-Oct-24,Your order was picked up on 2023-Nov-06. You will receive an invoice shortly.,2023-Oct-19,2023-Oct-23,Customer Pickup,1
57171,2023-Nov-02,Your order has been received by our distribution centre. Pickup date is confirmed.,2023-Oct-18,2023-Nov-02,Customer Pickup,1
57192,2023-Nov-07,Your order has been received by our distribution centre. Pickup date is confirmed.,2023-Oct-23,2023-Nov-14,,2
57193,2024-Jan-08,Your order is in stock. Pickup date is confirmed.,2023-Oct-23,2024-Jan-08,Customer Pickup,
57194,2024-Jan-08,Your order is in stock. Pickup date is confirmed.,2023-Oct-23,2024-Jan-08,Customer Pickup,
57195,2023-Oct-25,Your order was picked up on 2023-Nov-06. You will receive an invoice shortly.,2023-Oct-18,2023-Oct-23,Customer Pickup,3
57203,To be confirmed,We require your approval prior to confirming the pickup date for your order. Please replyto the email Customer Service sent you or contact us at customerservice@dempseycorporation.com if you have not received an email regarding this order.,2023-Oct-24,2023-Nov-13,FEDEX FRT PRIORITY,X
57204,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Pickup date is not confirmed.,2023-Oct-20,2023-Oct-27,Dempsey,X
57206,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Pickup date is not confirmed.,2023-Oct-25,2023-Nov-08,OLYMPIC,
57207,To be confirmed,We require your approval prior to confirming the pickup date for your order. Please replyto the email Customer Service sent you or contact us at customerservice@dempseycorporation.com if you have not received an email regarding this order.,2023-Oct-24,2023-Nov-13,ALL CONNECT,X
57208,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Pickup date is not confirmed.,2023-Oct-24,2023-Nov-13,CH ROBINSON,
57209,2023-Oct-31,Your order has been received by our distribution centre. Pickup date is confirmed.,2023-Oct-27,2023-Nov-02,Dempsey,2
57210,To be confirmed,Your order requires prepayment. Please refer to instructions in your order confirmationemail and proforma invoice. Ship / pickup date is not confirmed.,2023-Oct-25,2023-Nov-10,FEDEX FRT PRIORITY,X
57215,2023-Nov-02,Your order has been received by our distribution centre. Pickup date is confirmed.,2023-Oct-25,2023-Nov-09,Evans Transport,1
57216,2023-Nov-01,Your order is in stock. Pickup date is confirmed.,2023-Oct-25,2023-Nov-01,,1
57121,2023-Oct-20,Your order was picked up on 2023-Nov-06. You will receive an invoice shortly.,2023-Oct-13,2023-Oct-27,MONROE,2
57123,2023-Oct-20,Your order was picked up on 2023-Nov-06. You will receive an invoice shortly.,2023-Oct-13,2023-Oct-20,Customer Pickup,1
57173,2023-Nov-01,Your order has been received by our distribution centre. Pickup date is confirmed.,2023-Oct-18,2023-Nov-01,Customer Pickup,1
57174,To be confirmed,Your order is being processed. We are awaiting information internally before we can confirm your order. Customer Service will provide an update shortly.,2023-Oct-18,2023-Oct-23,FEDEX FRT PRIORITY,
57175,2023-Oct-24,Your order was picked up on 2023-Nov-06. You will receive an invoice shortly.,2023-Oct-18,2023-Oct-26,FEDEX FRT PRIORITY,1
57196,2023-Oct-26,Your order has been received by our distribution centre. Pickup date is confirmed.,2023-Oct-24,2023-Oct-31,Dempsey,1
57197,2023-Nov-09,Your order has been received by our distribution centre. Pickup date is confirmed.,2023-Oct-24,2023-Nov-15,SCHNIDT,1
57198,2023-Nov-03,Your order has been received by our distribution centre. Pickup date is confirmed.,2023-Oct-24,2023-Nov-10,SCHNIDT,1
57199,To be confirmed,We require your approval prior to confirming the pickup date for your order. Please replyto the email Customer Service sent you or contact us at customerservice@dempseycorporation.com if you have not received an email regarding this order.,2023-Oct-24,2023-Nov-03,Customer Pickup,X
57211,To be confirmed,One or more products on your order are not yet in stock. Please reply to Customer Service toconfirm if you would like to split the order or wait to pickup complete.,2023-Oct-25,2023-Oct-31,Dayton Freight,
57212,2023-Nov-01,Your order has been received by our distribution centre. Pickup date is confirmed.,2023-Oct-26,2023-Oct-26,Old Dominion Freight,1
57213,2023-Nov-03,Your order is in stock. Pickup date is confirmed.,2023-Oct-26,2023-Nov-10,ECHO GLOBAL LOGISTICS,1
57176,2023-Oct-24,Your order has been received by our distribution centre. Pickup date is confirmed.,2023-Oct-13,2023-Oct-19,Dempsey,1
57177,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Pickup date is not confirmed.,2023-Oct-18,2023-Nov-01,FEDEX FRT PRIORITY,1
57178,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Pickup date is not confirmed.,2023-Oct-16,2023-Nov-03,ARCH LOGISTICS,1
57179,2023-Nov-29,Your order is in stock. Pickup date is confirmed.,2023-Oct-19,2023-Dec-02,Customer Pickup,
57180,2023-Nov-08,Your order has been received by our distribution centre. Pickup date is confirmed.,2023-Oct-19,2023-Nov-15,UPS FREIGHT,1
57181,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Pickup date is not confirmed.,2023-Oct-05,2023-Nov-09,FEDEX FRT PRIORITY,
57182,To be confirmed,Your order has been cancelled.,2023-Oct-20,2023-Nov-13,Dempsey,
57183,2023-Oct-26,Your order is in stock. Pickup date is confirmed.,2023-Oct-18,2023-Nov-02,Dempsey,
57184,2023-Nov-30,Your order is in stock. Pickup date is confirmed.,,2023-Dec-07,FEDEX FRT PRIORITY,
57185,To be confirmed,Your order is not yet in stock. Customer service will advise once product has been received. Pickup date is not confirmed.,2023-Oct-20,2023-Nov-13,Customer Pickup,
57186,To be confirmed,Your order has been cancelled.,2023-Oct-19,2023-Nov-02,FEDEX GROUND,
57187,2023-Oct-24,Your order was picked up on 2023-Nov-06. We are awaiting freight charges and you will receive an invoice shortly.,2023-Oct-20,2023-Oct-24,FEDEX FRT PRIORITY,3
